Timestamp,Date,Time,Temperature,Humidity,Moisture_10mm,Moisture_20mm
22/3/2021 21:11,22/3/2021,9:11:27 PM,30.799999,0.76,0,0
22/3/2021 21:11,22/3/2021,9:11:36 PM,30.799999,0.76,0,0
22/3/2021 21:11,22/3/2021,9:11:46 PM,30.799999,0.76,0,0
22/3/2021 21:11,22/3/2021,9:11:56 PM,30.799999,0.76,0,0
22/3/2021 21:12,22/3/2021,9:12:05 PM,30.799999,0.76,0,0
22/3/2021 21:12,22/3/2021,9:12:15 PM,30.700001,0.76,0,0
22/3/2021 21:12,22/3/2021,9:12:25 PM,30.799999,0.76,0,0
22/3/2021 21:12,22/3/2021,9:12:35 PM,30.799999,0.76,0,0
22/3/2021 21:12,22/3/2021,9:12:46 PM,30.799999,0.76,0,0
22/3/2021 21:12,22/3/2021,9:12:56 PM,30.799999,0.76,0,0
22/3/2021 21:13,22/3/2021,9:13:07 PM,30.700001,0.76,0,0
22/3/2021 21:13,22/3/2021,9:13:17 PM,30.799999,0.76,0,0
22/3/2021 21:13,22/3/2021,9:13:28 PM,30.799999,0.76,0,0
22/3/2021 21:13,22/3/2021,9:13:39 PM,30.700001,0.76,0,0
22/3/2021 21:13,22/3/2021,9:13:49 PM,30.700001,0.76,0,0
22/3/2021 21:14,22/3/2021,9:14:00 PM,30.799999,0.76,0,0
22/3/2021 21:14,22/3/2021,9:14:11 PM,30.700001,0.76,0,0
22/3/2021 21:14,22/3/2021,9:14:23 PM,30.700001,0.76,0,0
22/3/2021 21:16,22/3/2021,9:16:27 PM,30.700001,0.77,0,0
22/3/2021 21:16,22/3/2021,9:16:39 PM,30.6,0.76,0,0
22/3/2021 21:16,22/3/2021,9:16:47 PM,30.6,0.76,0,0
22/3/2021 21:21,22/3/2021,9:21:31 PM,30.700001,0.76,0,0
22/3/2021 22:54,22/3/2021,10:54:45 PM,26.9,0.94,0,0
22/3/2021 23:04,22/3/2021,11:04:56 PM,26.799999,0.94,0,0
22/3/2021 23:15,22/3/2021,11:15:07 PM,26.799999,0.94,0,0
22/3/2021 23:25,22/3/2021,11:25:19 PM,27,0.94,0,0
22/3/2021 23:35,22/3/2021,11:35:30 PM,27.1,0.94,0,0
22/3/2021 23:45,22/3/2021,11:45:42 PM,27,0.94,0,0
22/3/2021 23:55,22/3/2021,11:55:54 PM,26.9,0.94,0,0
23/3/2021 0:03,23/3/2021,12:03:31 AM,26.4,0.68,0,0
23/3/2021 0:13,23/3/2021,12:13:36 AM,26.299999,0.68,0,0
23/3/2021 0:23,23/3/2021,12:23:41 AM,26.200001,0.68,0,0
23/3/2021 0:33,23/3/2021,12:33:46 AM,26.1,0.69,0,0
23/3/2021 0:43,23/3/2021,12:43:51 AM,26,0.69,0,0
23/3/2021 0:53,23/3/2021,12:53:57 AM,25.9,0.7,0,0
23/3/2021 1:04,23/3/2021,1:04:02 AM,25.799999,0.7,0,0
23/3/2021 1:14,23/3/2021,1:14:07 AM,25.9,0.7,0,0
23/3/2021 1:24,23/3/2021,1:24:13 AM,25.9,0.7,0,0
23/3/2021 1:34,23/3/2021,1:34:18 AM,25.799999,0.7,0,0
23/3/2021 1:44,23/3/2021,1:44:24 AM,25.799999,0.7,0,0
23/3/2021 1:54,23/3/2021,1:54:30 AM,25.9,0.7,0,0
23/3/2021 2:04,23/3/2021,2:04:36 AM,25.9,0.7,0,0
23/3/2021 2:14,23/3/2021,2:14:42 AM,25.9,0.7,0,0
23/3/2021 2:24,23/3/2021,2:24:48 AM,26.1,0.7,0,0
23/3/2021 2:34,23/3/2021,2:34:54 AM,26,0.7,0,0
23/3/2021 2:45,23/3/2021,2:45:01 AM,26,0.7,0,0
23/3/2021 2:55,23/3/2021,2:55:07 AM,26.1,0.7,0,0
23/3/2021 3:05,23/3/2021,3:05:14 AM,26.1,0.7,0,0
23/3/2021 3:15,23/3/2021,3:15:21 AM,26.299999,0.7,0,0
23/3/2021 3:25,23/3/2021,3:25:27 AM,26.200001,0.7,0,0
23/3/2021 3:35,23/3/2021,3:35:34 AM,26.299999,0.7,0,0
23/3/2021 3:45,23/3/2021,3:45:41 AM,26.299999,0.7,0,0
23/3/2021 3:55,23/3/2021,3:55:48 AM,26.299999,0.7,0,0
23/3/2021 4:05,23/3/2021,4:05:56 AM,26.299999,0.7,0,0
23/3/2021 4:16,23/3/2021,4:16:03 AM,26.299999,0.71,0,0
23/3/2021 4:26,23/3/2021,4:26:10 AM,26.4,0.71,0,0
23/3/2021 4:36,23/3/2021,4:36:18 AM,26.4,0.71,0,0
23/3/2021 4:46,23/3/2021,4:46:26 AM,26.4,0.71,0,0
23/3/2021 4:56,23/3/2021,4:56:33 AM,26.4,0.71,0,0
23/3/2021 5:06,23/3/2021,5:06:41 AM,26.299999,0.71,0,0
23/3/2021 5:16,23/3/2021,5:16:49 AM,26.299999,0.71,0,0
23/3/2021 5:26,23/3/2021,5:26:57 AM,26.200001,0.72,0,0
23/3/2021 5:37,23/3/2021,5:37:05 AM,26.1,0.72,0,0
23/3/2021 5:47,23/3/2021,5:47:14 AM,26,0.72,0,0
23/3/2021 5:57,23/3/2021,5:57:22 AM,26.1,0.72,0,0
23/3/2021 6:07,23/3/2021,6:07:30 AM,26.1,0.72,0,0
23/3/2021 6:17,23/3/2021,6:17:39 AM,26,0.73,0,0
23/3/2021 6:27,23/3/2021,6:27:47 AM,26.1,0.73,0,0
23/3/2021 6:37,23/3/2021,6:37:56 AM,26,0.73,0,0
23/3/2021 6:48,23/3/2021,6:48:05 AM,26,0.73,0,0
23/3/2021 6:58,23/3/2021,6:58:14 AM,26,0.73,0,0
23/3/2021 7:08,23/3/2021,7:08:23 AM,26,0.73,0,0
23/3/2021 7:18,23/3/2021,7:18:32 AM,26,0.73,0,0
23/3/2021 7:28,23/3/2021,7:28:42 AM,25.9,0.74,0,0
23/3/2021 7:38,23/3/2021,7:38:51 AM,25.9,0.74,0,0
23/3/2021 7:49,23/3/2021,7:49:00 AM,25.9,0.74,0,0
23/3/2021 7:59,23/3/2021,7:59:10 AM,25.9,0.74,0,0
23/3/2021 8:09,23/3/2021,8:09:19 AM,26,0.74,0,0
23/3/2021 8:19,23/3/2021,8:19:29 AM,26,0.74,0,0
23/3/2021 8:29,23/3/2021,8:29:39 AM,26,0.74,0.34,0.01
23/3/2021 8:39,23/3/2021,8:39:48 AM,26.200001,0.74,0.28,0.02
23/3/2021 8:49,23/3/2021,8:49:58 AM,26.1,0.74,0.28,0.03
23/3/2021 9:00,23/3/2021,9:00:09 AM,26.299999,0.73,0.26,0
23/3/2021 9:10,23/3/2021,9:10:19 AM,26.5,0.73,0.23,0.03
23/3/2021 9:20,23/3/2021,9:20:29 AM,27,0.72,0.21,0.04
23/3/2021 9:30,23/3/2021,9:30:40 AM,27.5,0.71,0.17,0.03
23/3/2021 9:40,23/3/2021,9:40:50 AM,28.5,0.67,0.11,0.03
23/3/2021 9:51,23/3/2021,9:51:01 AM,29.5,0.63,0,0.02
23/3/2021 10:01,23/3/2021,10:01:12 AM,31.299999,0.59,0,0.03
23/3/2021 10:11,23/3/2021,10:11:23 AM,33,0.54,0.08,0.03
23/3/2021 10:21,23/3/2021,10:21:34 AM,32.5,0.55,0,0.03
23/3/2021 10:31,23/3/2021,10:31:45 AM,31.4,0.58,0,0.03
23/3/2021 10:41,23/3/2021,10:41:56 AM,30.799999,0.61,0,0.03
23/3/2021 10:52,23/3/2021,10:52:08 AM,31,0.61,0,0.03
23/3/2021 11:02,23/3/2021,11:02:19 AM,31.4,0.6,0,0.02
23/3/2021 11:12,23/3/2021,11:12:31 AM,31.799999,0.59,0,0.04
23/3/2021 11:22,23/3/2021,11:22:42 AM,32.700001,0.58,0,0
23/3/2021 11:32,23/3/2021,11:32:54 AM,34.400002,0.53,0,0.02
23/3/2021 11:43,23/3/2021,11:43:06 AM,36.099998,0.44,0,0.01
23/3/2021 11:53,23/3/2021,11:53:18 AM,35.700001,0.44,0,0
23/3/2021 12:04,23/3/2021,12:04:11 PM,40.099998,0.44,0,0.01
23/3/2021 12:14,23/3/2021,12:14:12 PM,41.099998,0.42,0,0.01
23/3/2021 12:24,23/3/2021,12:24:13 PM,45.099998,0.31,0,0.02
23/3/2021 12:34,23/3/2021,12:34:13 PM,44.400002,0.32,0,0.01
23/3/2021 12:44,23/3/2021,12:44:14 PM,49,0.23,0,0.01
23/3/2021 12:54,23/3/2021,12:54:15 PM,49.900002,0.19,0,0.01
23/3/2021 13:04,23/3/2021,1:04:16 PM,48.599998,0.19,0,0.01
23/3/2021 13:14,23/3/2021,1:14:18 PM,43.5,0.26,0,0
23/3/2021 13:24,23/3/2021,1:24:19 PM,40.900002,0.3,0,0.01
23/3/2021 13:34,23/3/2021,1:34:20 PM,41.099998,0.31,0,0.01
23/3/2021 13:44,23/3/2021,1:44:22 PM,40.400002,0.32,0,0
23/3/2021 13:54,23/3/2021,1:54:23 PM,41,0.32,0,0.01
23/3/2021 14:04,23/3/2021,2:04:25 PM,41.099998,0.32,0,0.01
23/3/2021 14:14,23/3/2021,2:14:27 PM,41.599998,0.32,0,0.01
23/3/2021 14:24,23/3/2021,2:24:28 PM,40.400002,0.32,0,0
23/3/2021 14:34,23/3/2021,2:34:31 PM,41.599998,0.31,0,0
23/3/2021 14:44,23/3/2021,2:44:33 PM,41.400002,0.31,0,0
23/3/2021 14:54,23/3/2021,2:54:35 PM,41.700001,0.32,0,0.01
23/3/2021 15:04,23/3/2021,3:04:37 PM,41.400002,0.32,0,0.01
23/3/2021 15:14,23/3/2021,3:14:39 PM,35.599998,0.36,0,0.02
23/3/2021 15:24,23/3/2021,3:24:42 PM,34.900002,0.38,0,0.01
23/3/2021 15:34,23/3/2021,3:34:45 PM,34.700001,0.38,0,0.02
23/3/2021 15:44,23/3/2021,3:44:47 PM,34,0.38,0,0.01
23/3/2021 15:54,23/3/2021,3:54:50 PM,33.799999,0.38,0,0
23/3/2021 16:04,23/3/2021,4:04:53 PM,33.400002,0.39,0,0
23/3/2021 17:01,23/3/2021,5:01:40 PM,32.700001,0.37,0,0.01
23/3/2021 17:11,23/3/2021,5:11:40 PM,32.700001,0.37,0,0
23/3/2021 17:21,23/3/2021,5:21:41 PM,32.799999,0.37,0,0
23/3/2021 17:31,23/3/2021,5:31:42 PM,32.700001,0.37,0,0.01
23/3/2021 17:41,23/3/2021,5:41:43 PM,33.099998,0.36,0,0.02
23/3/2021 17:51,23/3/2021,5:51:44 PM,33.200001,0.36,0,0.01
23/3/2021 18:01,23/3/2021,6:01:45 PM,34.099998,0.36,0,0
23/3/2021 18:11,23/3/2021,6:11:47 PM,33.700001,0.36,0,0.02
23/3/2021 18:21,23/3/2021,6:21:48 PM,33.400002,0.36,0,0.02
23/3/2021 18:31,23/3/2021,6:31:49 PM,34.900002,0.38,0,0.02
23/3/2021 18:41,23/3/2021,6:41:51 PM,33.900002,0.4,0,0
23/3/2021 18:51,23/3/2021,6:51:53 PM,33.299999,0.41,0,0.02
23/3/2021 19:01,23/3/2021,7:01:54 PM,32.700001,0.44,0,0.01
23/3/2021 19:11,23/3/2021,7:11:56 PM,32.400002,0.45,0,0.02
23/3/2021 19:21,23/3/2021,7:21:58 PM,31.9,0.46,0,0.02
23/3/2021 19:32,23/3/2021,7:32:00 PM,31,0.48,0,0
23/3/2021 19:42,23/3/2021,7:42:02 PM,30.299999,0.51,0,0
23/3/2021 19:52,23/3/2021,7:52:05 PM,29.799999,0.53,0,0.01
23/3/2021 20:02,23/3/2021,8:02:07 PM,29.299999,0.55,0,0.02
23/3/2021 20:12,23/3/2021,8:12:09 PM,29,0.57,0,0.01
23/3/2021 20:22,23/3/2021,8:22:11 PM,28.799999,0.58,0,0
23/3/2021 20:32,23/3/2021,8:32:14 PM,28.6,0.58,0,0.02
23/3/2021 20:42,23/3/2021,8:42:17 PM,28.299999,0.59,0,0
23/3/2021 20:52,23/3/2021,8:52:19 PM,28.200001,0.59,0,0.01
23/3/2021 21:02,23/3/2021,9:02:22 PM,28,0.6,0,0.02
23/3/2021 21:12,23/3/2021,9:12:25 PM,27.9,0.61,0,0.02
23/3/2021 21:22,23/3/2021,9:22:28 PM,27.700001,0.62,0,0.01
23/3/2021 21:32,23/3/2021,9:32:31 PM,27.700001,0.62,0,0.02
23/3/2021 21:42,23/3/2021,9:42:35 PM,27.6,0.63,0,0
23/3/2021 21:52,23/3/2021,9:52:38 PM,27.5,0.63,0,0
23/3/2021 22:02,23/3/2021,10:02:41 PM,27.299999,0.63,0,0
23/3/2021 22:12,23/3/2021,10:12:45 PM,27.299999,0.64,0,0
23/3/2021 22:22,23/3/2021,10:22:49 PM,27.200001,0.64,0,0.01
23/3/2021 22:32,23/3/2021,10:32:52 PM,27.200001,0.64,0,0.02
23/3/2021 22:42,23/3/2021,10:42:56 PM,27.1,0.64,0,0
23/3/2021 22:53,23/3/2021,10:53:00 PM,27,0.64,0,0.02
23/3/2021 23:03,23/3/2021,11:03:04 PM,26.9,0.65,0,0.03
23/3/2021 23:13,23/3/2021,11:13:08 PM,26.700001,0.66,0,0.05
23/3/2021 23:23,23/3/2021,11:23:13 PM,26.6,0.66,0,0.08
23/3/2021 23:33,23/3/2021,11:33:17 PM,26.5,0.67,0,0.07
23/3/2021 23:43,23/3/2021,11:43:22 PM,26.5,0.67,0,0.1
23/3/2021 23:53,23/3/2021,11:53:26 PM,26.4,0.67,0,0.12
24/3/2021 0:00,24/3/2021,12:00:38 AM,26.799999,0.8,0.01,0.09
24/3/2021 0:10,24/3/2021,12:10:43 AM,26.799999,0.82,0.03,0.15
24/3/2021 0:20,24/3/2021,12:20:47 AM,26.700001,0.82,0.02,0.15
24/3/2021 0:30,24/3/2021,12:30:52 AM,26.6,0.82,0.01,0.15
24/3/2021 0:40,24/3/2021,12:40:56 AM,26.5,0.82,0.02,0.15
24/3/2021 0:51,24/3/2021,12:51:01 AM,26.5,0.82,0.04,0.18
24/3/2021 1:01,24/3/2021,1:01:06 AM,26.4,0.82,0,0.16
24/3/2021 1:11,24/3/2021,1:11:11 AM,26.299999,0.82,0.01,0.14
24/3/2021 1:21,24/3/2021,1:21:16 AM,26.299999,0.82,0,0.14
24/3/2021 1:31,24/3/2021,1:31:21 AM,26.4,0.82,0,0.17
24/3/2021 1:41,24/3/2021,1:41:26 AM,26.299999,0.82,0.02,0.19
24/3/2021 1:51,24/3/2021,1:51:31 AM,26.1,0.83,0.02,0.19
24/3/2021 2:01,24/3/2021,2:01:36 AM,26,0.83,0,0.16
24/3/2021 2:11,24/3/2021,2:11:42 AM,26,0.83,0.02,0.16
24/3/2021 2:21,24/3/2021,2:21:47 AM,25.9,0.83,0.01,0.17
24/3/2021 2:31,24/3/2021,2:31:53 AM,25.700001,0.84,0.05,0.16
24/3/2021 2:41,24/3/2021,2:41:59 AM,25.6,0.84,0,0.16
24/3/2021 2:52,24/3/2021,2:52:04 AM,25.6,0.84,0,0.17
24/3/2021 3:02,24/3/2021,3:02:10 AM,25.6,0.84,0,0.17
24/3/2021 3:12,24/3/2021,3:12:17 AM,25.5,0.84,0,0.24
24/3/2021 3:22,24/3/2021,3:22:23 AM,25,0.85,0,0.27
24/3/2021 3:32,24/3/2021,3:32:29 AM,24.799999,0.85,0,0.29
24/3/2021 3:42,24/3/2021,3:42:36 AM,24.799999,0.85,0,0.32
24/3/2021 3:52,24/3/2021,3:52:42 AM,24.799999,0.85,0,0.22
24/3/2021 4:02,24/3/2021,4:02:49 AM,24.799999,0.85,0,0.25
24/3/2021 4:12,24/3/2021,4:12:55 AM,24.9,0.85,0,0.37
24/3/2021 4:23,24/3/2021,4:23:02 AM,24.9,0.85,0,0.42
24/3/2021 4:33,24/3/2021,4:33:09 AM,25,0.85,0,0.39
24/3/2021 4:43,24/3/2021,4:43:16 AM,24.9,0.85,0,0.15
24/3/2021 4:53,24/3/2021,4:53:23 AM,24.9,0.85,0,0.16
24/3/2021 5:03,24/3/2021,5:03:31 AM,24.9,0.85,0,0.15
24/3/2021 5:13,24/3/2021,5:13:38 AM,24.9,0.85,0.08,0.18
